ManagerName,PrivateFundName,PrivateFundGrossAssetValue,FilingDate
"SV Angel Management, LLC","SV ANGEL II-Q, LP","6,205,137.00",3/21/2022
"SV Angel Management, LLC","SV ANGEL III, LP","16,871,335.00",3/21/2022
"SV Angel Management, LLC","SV ANGEL III-A, LP","4,254,100.00",3/21/2022
"SV Angel Management, LLC",SV ANGEL IV LP,"13,660,924.00",3/21/2022
"SV Angel Management, LLC",SV ANGEL V LP,"53,566,005.00",3/21/2022
"SV Angel Management, LLC",SV ANGEL VI LP,"124,164,279.00",3/21/2022
"SV Angel Management, LLC","SV ANGEL VII, LP","8,547,842.00",3/21/2022
"SV Angel Management, LLC",SV ANGEL VIII LP,"19,276,645.00",3/21/2022
"SV Health Investors, LLC","MEDTECH CONVERGENCE FUND, L.P.","89,141,189.00",3/31/2022
"SV Health Investors, LLC","SV LIFE SCIENCES FUND IV CF, L.P.","420,228,470.00",3/31/2022
"SV Health Investors, LLC","SV7 GROWTH FUND, L.P.","135,359,129.00",3/31/2022
SV Latam Capital LLC,"SV LATAM FUND II, LP","12,661,446.00",3/8/2022
SV Latam Capital LLC,"SVLC FINTECH I, LP","1,709,979.00",3/8/2022
SV Latam Capital LLC,"SVLC FINTECH II, LP","800,000.00",3/8/2022
SV Latam Capital LLC,"SVLC II, LP","790,000.00",3/8/2022
SV Latam Capital LLC,"SVLC III, LP","3,500,000.00",3/8/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","VSF INVESTORS, LLC","2,500,000.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER CPIII INVESTMENT, LLC","15,562,813.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER CPIV INVESTMENT, LLC","8,177,182.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER EQUITY PARTNERS, LLC - SERIES A","241,696,120.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER EQUITY PARTNERS, LLC - SERIES B","20,276,492.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER EQUITY PARTNERS, LLC - SERIES C","83,544,164.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER EQUITY PARTNERS, LLC - SERIES D","2,883,946.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER EQUITY PARTNERS, LLC - SERIES E","1,500,000.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WESTRIVER EQUITY PARTNERS, LLC - SERIES F","5,576,787.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG (FCC II), LLC","50,440,195.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG (FCC), LLC","48,686,231.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG (TSV3), LLC","65,815,508.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG ALV, LLC","6,820,213.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG BROADWAY, LLC","1,375,000.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG CO-INVEST LENDING II, LLC","21,929,602.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG DCRB INVESTORS, LLC","4,172,920.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG DCRC INVESTORS, LLC","8,985,952.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG DCRD INVESTORS, LLC","1,215,044.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG DCRN INVESTORS, LLC","9,294,597.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG ENERGY INFRASTRUCTURE, LLC","3,843,152.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG ENERGY INNOVATION II, LLC","35,361,834.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG ENERGY INNOVATION, LLC","40,465,498.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG EXPD1, LLC","2,000,000.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG HCD1, LLC","6,238,188.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG HCD2, LLC","2,529,463.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG HCD3, LLC","3,000,000.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG INV41, LLC","231,378,502.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG PARTNERS, LLC - SERIES A","905,566.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG SU, LLC","42,748,833.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRG TD1, LLC","2,320,000.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRM INVESTORS, LLC - SERIES A","108,455.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRM INVESTORS, LLC - SERIES B","23,896.00",4/6/2022
"SVB Capital (f.k.a WestRiver Management, LLC)","WRM INVESTORS, LLC - SERIES C",,0  2022-04-06
Sverica Capital Management LLC,SVERICA CAPITAL PARTNERS IV LP,"315,628,000.00",3/27/2018
Sverica Capital Management LP,SVERICA CAPITAL PARTNERS V-A LP,"421,918,000.00",5/19/2022
Sverica Capital Management LP,SVERICA CAPITAL PARTNERS V-B LP,"156,652,000.00",5/19/2022
"Symphony Technology Group, LLC","STG IV (CAYMAN), L.P.","12,690,769.00",3/31/2022
"Symphony Technology Group, LLC","STG IV, L.P.","172,257,552.00",3/31/2022
"Symphony Technology Group, LLC","STG IV-A (CAYMAN), L.P.","9,235,231.00",3/31/2022
"Symphony Technology Group, LLC","STG IV-A, L.P.","113,800,032.00",3/31/2022
"Symphony Technology Group, LLC","STG ST, L.P.","35,214,427.00",3/31/2022
"Synergy Ventures Advisors III, L.L.C.","SYNERGY VENTURES III, L.P.","9,500,000.00",2/14/2023
"TA Associates Management, L.P.","TA DEBT FUND V, L.P.","906,245,679.00",1/9/2023
Tail END Capital Partners,"TECP I, LP","8,754,070.00",9/23/2022
Tail END Capital Partners,"TECP II, LP","7,921,442.00",9/23/2022
Tail END Capital Partners,"TECP III, LP","9,350,000.00",9/23/2022
"Tapestry Venture Capital, LLC","TAPESTRY VC FUND II, LP","3,458,694.00",6/8/2022
"Task Force X Capital Management, LLC","TASK FORCE X FUND I, LP","6,123,663.00",7/18/2022
"Task Force X Capital Management, LLC","TASK FORCE X FUND II, LP","13,318,537.00",7/18/2022
"Task Force X Capital Management, LLC","TFX FUND II PLUS, LP","974,178.00",7/18/2022
"Task Force X Capital Management, LLC","TFX SPV 2, LLC","3,785,777.00",7/18/2022
"Task Force X Capital Management, LLC","TFX SPV 3, LLC","796,288.00",7/18/2022
"Task Force X Capital Management, LLC","TFX SPV 4, LLC","500,748.00",7/18/2022
TC Latin America Partners LLC,"DTI TOWERS, LP","44,388,809.00",4/28/2022
TC Latin America Partners LLC,"MAGNA HAUS CO-INVESTMENT, LP","41,686,571.00",4/28/2022
TC Latin America Partners LLC,TC LAREF III LUXEMBOURG SCA SICAV-RAIF,"20,303,648.00",4/28/2022
TC Latin America Partners LLC,"TC TOWER CO-INVESTMENT, LP","76,340,303.00",4/28/2022
TC Latin America Partners LLC,"TERRANUM CAPITAL CO-INVESTMENT FUND II, L.P","761,461.00",4/28/2022
"TCMI, Inc.","TCV DEV CO, L.P.","30,943,377.00",3/31/2022
"TCMI, Inc.","TCV TRU CO, L.P.","65,485,318.00",3/31/2022
"TCMI, Inc.","TCV V, L.P.","644,305.00",3/31/2022
"TCMI, Inc.","TCV VI, L.P.","36,325.00",3/31/2022
"Teakwood Management, LLC","TEAKWOOD CAPITAL II (PARALLEL), L.P.","1,315,176.00",5/4/2022
"Teakwood Management, LLC","TEAKWOOD CAPITAL II, L.P.","3,572,334.00",5/4/2022
"Teakwood Management, LLC","TEAKWOOD CAPITAL III (CO-INVESTMENT), L.P.","16,491,266.00",5/4/2022
"Teakwood Management, LLC","TEAKWOOD CAPITAL III (PARALLEL), L.P.","16,736,178.00",5/4/2022
"Teakwood Management, LLC","TEAKWOOD CAPITAL III, LP","56,259,016.00",5/4/2022
"Teakwood Management, LLC","TEAKWOOD CAPITAL, L.P.","534,869.00",5/4/2022
Team8 Labs LTD.,"TEAM8 CAPITAL I, L.P.","276,663,000.00",2/28/2023
"Team8 Ventures Management, LTD.","TEAM8 CAPITAL I, L.P.","146,780,000.00",3/31/2021
Teamworthy Group LLC,HAYSTACK PARTNERS I LP,"154,943,578.00",2/27/2022
Teamworthy Group LLC,TEAMWORTHY VENTURES II LP,"150,723,360.00",2/27/2022
Teamworthy Group LLC,TEAMWORTHY VENTURES III LP,"91,803,257.00",2/27/2022
Teamworthy Group LLC,TEAMWORTHY VENTURES RM LP,"920,086.00",2/27/2022
Tech Council Ventures LLC,TECH COUNCIL VENTURES II LP,"22,855,704.00",4/1/2022
Tech Council Ventures LLC,TECH COUNCIL VENTURES II-AI LP,"5,713,926.00",4/1/2022
Technexus Holdings LLC,"PODFUND, INC.","1,569,994.00",3/25/2022
Technexus Holdings LLC,TN-AR HOLDINGS LLC,"1,925,835.00",3/25/2022
Technexus Holdings LLC,TN-BC HOLDINGS LLC,"24,414,991.00",3/25/2022
Technexus Holdings LLC,TN-GR HOLDINGS LLC,"1,600,000.00",3/25/2022
Technexus Holdings LLC,TN-LF HOLDINGS LLC,"1,477,499.00",3/25/2022
Technexus Holdings LLC,TN-SH HOLDINGS LLC,"18,964,175.00",3/25/2022
Technexus Holdings LLC,TN-TH HOLDINGS LLC,"500,000.00",3/25/2022
"Techstars Central, LLC",PBTS MUSIC LLC,"6,762,951.00",5/6/2022
"Techstars Central, LLC",STAR POWER PARTNERS EUROPE LP,"22,006,084.00",5/6/2022
"Techstars Central, LLC",STAR POWER PARTNERS II LLC,"105,722,313.00",5/6/2022
"Techstars Central, LLC",STAR POWER PARTNERS LLC,"68,705,955.00",5/6/2022
"Techstars Central, LLC",TECHSTARS 2009 LLC,"62,568.00",5/6/2022
"Techstars Central, LLC","TECHSTARS ACCELERATOR 2021, L.P.","154,014,181.00",5/6/2022
"Techstars Central, LLC",TECHSTARS AUSTIN 2013 LLC,"22,755,606.00",5/6/2022
"Techstars Central, LLC",TECHSTARS AUSTIN 2016 LLC,"5,860,094.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOSTON 2009 LLC,"490,512.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOSTON 2010 LLC,"166,537.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOSTON 2011 LLC,"14,894,460.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOSTON 2014 LLC,"7,678,285.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOSTON 2017 LLC,"21,238,279.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOULDER 2010 LLC,"24,839.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOULDER 2011 LLC,"33,653,720.00",5/6/2022
"Techstars Central, LLC",TECHSTARS BOULDER 2015 LLC,"13,531,623.00",5/6/2022
"Techstars Central, LLC",TECHSTARS CHICAGO 2013 LLC,"68,844,747.00",5/6/2022
"Techstars Central, LLC",TECHSTARS CHICAGO 2017 LLC,"7,486,134.00",5/6/2022
"Techstars Central, LLC",TECHSTARS CLOUD 2012 LLC,"2,302,580.00",5/6/2022
"Techstars Central, LLC",TECHSTARS CLOUD 2013 LLC,"13,985,765.00",5/6/2022
"Techstars Central, LLC",TECHSTARS CORPORATE PARTNER 2017 LLC,"153,179,619.00",5/6/2022
"Techstars Central, LLC",TECHSTARS IMPACT 2018 LLC,"2,155,589.00",5/6/2022
"Techstars Central, LLC",TECHSTARS IMPACT 2018 SPV LLC,"6,612,964.00",5/6/2022
"Techstars Central, LLC",TECHSTARS LLC,"3,877,188.00",5/6/2022
"Techstars Central, LLC",TECHSTARS LONDON 2016 LLP,"15,636,953.00",5/6/2022
"Techstars Central, LLC",TECHSTARS MONTREAL 2018 LP,"9,750,975.00",5/6/2022
"Techstars Central, LLC",TECHSTARS NYC 2011 LLC,"21,223,303.00",5/6/2022
"Techstars Central, LLC",TECHSTARS NYC 2014 LLC,"39,480,508.00",5/6/2022
"Techstars Central, LLC",TECHSTARS NYC 2016 LLC,"16,894,067.00",5/6/2022
"Techstars Central, LLC",TECHSTARS PARTNERS 2020 LLC,"31,374,234.00",5/6/2022
"Techstars Central, LLC",TECHSTARS PARTNERS 2021 LLC,"10,364,384.00",5/6/2022
"Techstars Central, LLC","TECHSTARS RISING STARS 2021, LP","6,519,900.00",5/6/2022
"Techstars Central, LLC",TECHSTARS SEATTLE 2010 LLC,"69,861,969.00",5/6/2022
"Techstars Central, LLC",TECHSTARS SEATTLE 2012 LLC,"6,855,807.00",5/6/2022
"Techstars Central, LLC",TECHSTARS SEATTLE 2015 LLC,"14,941,539.00",5/6/2022
"Techstars Central, LLC",TECHSTARS TORONTO 2018 LP,"9,337,119.00",5/6/2022
"Techstars Central, LLC","TECHSTARS VENTURES 2009, LP","6,285,175.00",5/6/2022
"Techstars Central, LLC","TECHSTARS VENTURES 2012, LP","48,650,971.00",5/6/2022
"Techstars Central, LLC","TECHSTARS VENTURES 2014, LP","266,814,121.00",5/6/2022
"Techstars Central, LLC","TECHSTARS VENTURES 2017, LP","335,661,605.00",5/6/2022
"Techstars Central, LLC","TECHSTARS VENTURES 2022, LP","86,225,000.00",5/6/2022
Telegraph Hill Partners Management Company LLC,"TELEGRAPH HILL PARTNERS II, L.P.","7,745,198.00",2/24/2022
Telegraph Hill Partners Management Company LLC,"TELEGRAPH HILL PARTNERS III, L.P.","561,262,984.00",2/24/2022
Telegraph Hill Partners Management Company LLC,"TELEGRAPH HILL PARTNERS IV, L.P.","538,460,792.00",2/24/2022
Telegraph Hill Partners Management Company LLC,TELEGRAPH HILL PARTNERS SBIC L.P.,"573,045.00",2/24/2022
Telegraph Hill Partners Management Company LLC,"TELEGRAPH HILL PARTNERS, LP","1,895,422.00",2/24/2022
Telegraph Hill Partners Management Company LLC,"THP AFFILIATES FUND, LLC","352,942.00",2/24/2022
Telegraph Hill Partners Management Company LLC,"THP II AFFILIATES FUND, LLC","1,638,007.00",2/24/2022
Telegraph Hill Partners Management Company LLC,"THP III AFFILIATES FUND, LLC","54,106,108.00",2/24/2022
Telegraph Hill Partners Management Company LLC,"THP IV AFFILIATES FUND, LLC","80,531,327.00",2/24/2022
Teleo Capital Management LLC,"UMT TOPCO, LLC","21,749,823.00",8/18/2022
Telescope Partners LLC,"TELESCOPE HE INVESTOR II, LLC","22,554,248.00",3/30/2022
Telescope Partners LLC,"TELESCOPE HE INVESTOR, LLC","31,233,183.00",3/30/2022
Telescope Partners LLC,"TELESCOPE PARTNERS I, L.P.","179,237,523.00",3/30/2022
Telescope Partners LLC,"TELESCOPE PARTNERS II, L.P.","147,156,836.00",3/30/2022
Telescope Partners LLC,"TELESCOPE PARTNERS SP I, LP","3,108,259.00",3/30/2022
Telescope Partners LLC,"TELESCOPE PARTNERS SP II, LP","3,457,554.00",3/30/2022
"Ten Eleven Ventures, LLC","TEN ELEVEN FUND III, L.P.",,0  2022-03-16
"Ten Eleven Ventures, LLC","TEN ELEVEN VENTURE FUND II, L.P.","291,797,223.00",3/16/2022
"Tenaya Capital, LLC","TENAYA CAPITAL VII, LP","447,787,935.00",5/5/2022
Tengram Capital Partners L.P.,"TENGRAM CAPITAL PARTNERS OFFSHORE GEN2 FUND, L.P.",,0  2022-03-30
"Tenoneten Management, LLC",TENONETEN ROCKET LLC,"3,011,566.00",3/25/2022
"Tenoneten Management, LLC","TENONETEN VENTURES III, L.P.","56,031,475.00",3/25/2022
"Tenoneten Management, LLC","TENONETEN VENTURES, L.P.","68,160,704.00",3/25/2022
"Tenoneten Management, LLC","TOT 2S INDUSTRIES, LLC","3,744,897.00",3/25/2022
"Tenoneten Management, LLC","TOT EMTV, LLC","2,704,073.00",3/25/2022
Terranum Capital LLC,"DTI TOWERS, LP","24,532,939.00",3/29/2019
Terranum Capital LLC,"MAGNA HAUS CO-INVESTMENT, LP","26,493,779.00",3/29/2019
Terranum Capital LLC,"TC TOWER CO-INVESTMENT, LP","43,799,744.00",3/29/2019
Terranum Capital LLC,"TERRANUM CAPITAL CO-INVESTMENT FUND II, L.P","909,853.00",3/29/2019
"The CapStreet Group, LLC","CAPSTREET V, L.P.","505,690,922.00",5/9/2022
THE CID Group LTD.,"CID GREATER CHINA FUND IV, L.P.","47,189,589.00",3/16/2022
THE CID Group LTD.,"CID GREATER CHINA FUND V, LP","98,821,928.00",3/16/2022
THE CID Group LTD.,"CID GREATER CHINA VENTURE CAPITAL FUND II, L.P.","19,251,393.00",3/16/2022
THE CID Group LTD.,"CID GREATER CHINA VENTURE CAPITAL FUND III, L.P.","151,217,892.00",3/16/2022
"THE Engine Accelerator, INC.","THE ENGINE ACCELERATOR FUND I, L.P.","486,135,428.00",3/29/2022
"THE Engine Accelerator, INC.","THE ENGINE FOLLOW-ON FUND I, L.P.","135,312,493.00",3/29/2022
"THE Engine Accelerator, INC.","THE ENGINE FUND I SPV-A, LLC","28,205,118.00",3/29/2022
"THE Engine Accelerator, INC.","THE ENGINE FUND I SPV-B, LLC","9,685,609.00",3/29/2022
"THE Engine Accelerator, INC.","THE ENGINE FUND I SPV-C, LLC","9,999,994.00",3/29/2022
"THE Engine Accelerator, INC.","THE ENGINE FUND II, L.P.","293,241,306.00",3/29/2022
"THE Milestone Real Estate Group, LP","MILESTONE REAL ESTATE INVESTORS IV, LP","809,970,657.00",3/28/2022
"THE Milestone Real Estate Group, LP","MILESTONE REAL ESTATE INVESTORS V, LP","939,553,327.00",3/28/2022
The Riverside Company,"RAC II OPPORTUNITY FUND, L.P.","65,223,677.00",3/30/2022
The Riverside Company,"RAF EE CIV, L.P.","10,369,731.00",3/30/2022
The Riverside Company,"RAF EE, L.P.","157,911,269.00",3/30/2022
The Riverside Company,RCAF VII CIV XLII LP,"27,246,767.00",3/30/2022
The Riverside Company,"RCAF VII CIV XLIII, L.P.","36,329,296.00",3/30/2022
The Riverside Company,"RCAF VII CIV XLV, L.P.","5,109,589.00",3/30/2022
The Riverside Company,"RCAF VII CIV XLVI, L.P.","30,000,000.00",3/30/2022
The Riverside Company,"RCAF VII CIV XLVII, L.P.","20,020,020.00",3/30/2022
The Riverside Company,"RCAF VII CIV XXXVII, L.P.","21,245,571.00",3/30/2022
The Riverside Company,"RCS SBIC FUND II, L.P.","271,800,000.00",3/30/2022
The Riverside Company,"RIVERSIDE ACCELERATION CAPITAL FUND II, L.P.","167,987,593.00",3/30/2022
The Riverside Company,"RIVERSIDE ASIA-PACIFIC FUND II CO-INVESTMENT III, L.P.","38,465,198.00",3/30/2022
The Riverside Company,"RIVERSIDE CREDIT SOLUTIONS FUND I, L.P.","195,509,117.00",3/30/2022
The Riverside Company,"RIVERSIDE EUROPE FUND V CO-INVESTMENT III, LP","123,221,950.00",3/30/2022
The Riverside Company,RIVERSIDE EUROPE FUND V CO-INVESTMENT IV L.P.,"9,474,220.00",3/30/2022
The Riverside Company,RIVERSIDE EUROPE FUND V CO-INVESTMENT V L.P.,"4,029,208.00",3/30/2022
The Riverside Company,"RIVERSIDE TECHNOLOGY CAPITAL SOLUTIONS II SELECT, L.P.","139,754,987.00",3/30/2022
The Riverside Company,"RIVERSIDE TECHNOLOGY CAPITAL SOLUTIONS II, L.P.","149,527,876.00",3/30/2022
The Riverside Company,"RIVERSIDE VALUE FUND I, L.P.","120,902,226.00",3/30/2022
The Riverside Company,"RIVERSIDE VALUE FUND I-A, L.P.","42,026,848.00",3/30/2022
The Riverside Company,"RMCF III CIV XXXVIII, L.P.","1,951,865.00",3/30/2022
The Riverside Company,"RMCF IV CIV XXXIX, L.P.","2,871,708.00",3/30/2022
The Riverside Company,"RMCF V CIV XL, L.P.","2,271,664.00",3/30/2022
The Riverside Company,"RMCF V CIV XLI, L.P.","1,756,750.00",3/30/2022
The Riverside Company,"RMCF V CIV XLIV, L.P.","5,508,395.00",3/30/2022
The Riverside Company,"RSCF I CIV I, L.P.","15,023,817.00",3/30/2022
The Riverside Company,"RTCS II CIV I, L.P.","60,652,485.00",3/30/2022
The Riverside Company,"RTCS II CIV II, L.P.","6,421,560.00",3/30/2022
The Riverside Company,"RVF I AIV I, L.P.",,0  2022-03-30
The Riverside Company,"RVF I CIV I, L.P.","32,197,756.00",3/30/2022
The Riverside Company,"RVF I CIV II, L.P.","32,594,236.00",3/30/2022
The Riverside Company,"RVF LMG, L.P","63,092,309.00",3/30/2022
The Riverside Company,"TRC CESI, LLC","7,506,087.00",3/30/2022
The Riverside Company,"TRC HEMATERRA, LLC","7,095,117.00",3/30/2022
The Riverside Company,"TRC LILLEBABY, LLC",,0  2022-03-30
The Riverside Company,"TRC LUMINII, LLC","2,187,615.00",3/30/2022
The Riverside Company,"TRC SPIRION, LLC","2,567,269.00",3/30/2022
"The Roxborough Group, LLC","ROX II GATEWAY, LLC","18,805,011.00",9/28/2022
"The Roxborough Group, LLC","ROX II MED CENTER, L.P.","17,478,397.00",9/28/2022
"The Roxborough Group, LLC","ROXBOROUGH FUND II, L.P.","203,607,808.00",9/28/2022
"The Roxborough Group, LLC","ROXBOROUGH FUND III, L.P.","510,782,749.00",9/28/2022
"THE Venture City Management, LLC","THE VENTURE CITY FUND I, L.P.","69,888,184.00",3/16/2022
"THE Venture City Management, LLC","THE VENTURE CITY FUND II, L.P.","69,976,555.00",3/16/2022
"Thirdbase Capital GP, LLC","THIRDBASE B SD OPPORTUNITY, LLC","11,000,000.00",3/3/2022
"Thirdbase Capital GP, LLC","THIRDBASE OPPORTUNITY COV, LLC","2,000,000.00",3/3/2022
"Thirdbase Capital GP, LLC","THIRDBASE OPPORTUNITY IX, LLC","2,000,000.00",3/3/2022
"Thirdbase Capital GP, LLC","THIRDBASE OPPORTUNITY N, LLC","5,000,000.00",3/3/2022
"Thirdbase Capital GP, LLC","THIRDBASE OPPORTUNITY VII, LLC","3,000,000.00",3/3/2022
"Thirdbase Capital GP, LLC","THIRDBASE OPPORTUNITY VIII, LLC","2,000,000.00",3/3/2022
"Thirdbase Capital GP, LLC","THIRDBASE OPPORTUNITY, LP - SERIES X","1,000,000.00",3/3/2022
"Thirdbase Capital GP, LLC","THIRDBASE PIPE SB II, LLC","9,340,000.00",3/3/2022
"Thomas, Mcnerney & Partners MGT., LLC","THOMAS, MCNERNEY & PARTNERS II, L.P.","14,368,220.00",3/30/2022
"Thomas, Mcnerney & Partners MGT., LLC","THOMAS, MCNERNEY & PARTNERS, L.P.","7,096,984.00",3/30/2022
"Thomas, Mcnerney & Partners MGT., LLC","TMP ASSOCIATES II, L.P.","80,396.00",3/30/2022
"Thomas, Mcnerney & Partners MGT., LLC","TMP ASSOCIATES, L.P.","23,658.00",3/30/2022
"Thomas, Mcnerney & Partners MGT., LLC","TMP NOMINEE II, LLC","76,136.00",3/30/2022
"Thomas, Mcnerney & Partners MGT., LLC","TMP NOMINEE, LLC","20,348.00",3/30/2022
"Thrive Capital Management, LLC","THRIVE CAPITAL PARTNERS VI-A, LLC","11,059,438.00",1/10/2023
"Thrive Capital Management, LLC","THRIVE CAPITAL PARTNERS VI-C, LLC","33,127,325.00",1/10/2023
"Thrive Capital Management, LLC","THRIVE CAPITAL PARTNERS VI-D, LLC","78,507,760.00",1/10/2023
"Thrive Capital Management, LLC","THRIVE CAPITAL PARTNERS VI-E, LLC","8,810,751.00",1/10/2023
"Thvc, LLC","THVC (ALL), LLC","39,100,520.00",3/2/2023
"Thvc, LLC","THVC (IC), LLC","12,569,894.00",3/2/2023
"Thvc, LLC","THVC (INFINITUS), LLC","15,278,475.00",3/2/2023
"Thvc, LLC","THVC (PENDULUM), LLC","11,735,144.00",3/2/2023
"Thvc, LLC","THVC (SPRUCE), LLC","2,200,905.00",3/2/2023
"Thvc, LLC","THVC (TONAL E), LLC","29,849,710.00",3/2/2023
"Thvc, LLC","THVC (TONAL F), LLC","12,714,517.00",3/2/2023
"Thvc, LLC","THVC (TWIN), LLC","9,033,721.00",3/2/2023
"Thvc, LLC","THVC (VERANA), LLC","15,817,145.00",3/2/2023
"Thvc, LLC","THVC (VIRTA E), LLC","8,961,349.00",3/2/2023
"Thvc, LLC","THVC (WILDTYPE), LLC","6,826,221.00",3/2/2023
"Thvc, LLC","THVC (ZOE B), LLC","2,951,711.00",3/2/2023
"Thvc, LLC","THVC (ZOE C), LLC","6,013,208.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE (TONAL C2), LLC","71,316,394.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE (VIRTA B2), LLC","47,921,057.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE (VIRTA C), LLC","15,213,821.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE (ZOE A2), LLC","8,763,556.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE (ZOE), LLC","9,382,795.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE OPPORTUNITY (KEZAR), LLC","1,892,457.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE OPPORTUNITY (LT), LLC","862,692.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE OPPORTUNITY (TONAL 2), LLC","42,312,753.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE OPPORTUNITY (TONAL), LLC","21,732,227.00",3/2/2023
"Thvc, LLC","TRANSFORMATIONAL HEALTHCARE OPPORTUNITY (VIRTA B), LLC","13,792,574.00",3/2/2023
